label,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
sc2.2_g2_16_rescash_bkt3_run15_thr20_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_rescash_bkt3_run15_thr20_10,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_rescash_bkt3_run15_thr12_6,51,5,0,1986;1987;1988;2000;2004,6,5,4923.200,0.000
sc2.2_g2_16_rescash_bkt3_run18_thr15_ALL,19,3,0,1986;1988;2000,5,3,6659.800,0.000
sc2.2_g2_16_rescash_bkt3_run18_thr18_ALL,15,2,0,1986;1988,9,2,5724.700,0.000
sc2.2_g2_16_rescash_bkt3_run18_thr20_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_rescash_bkt3_run18_thr20_10,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_rescash_bkt3_run18_thr12_6,22,3,0,1986;1988;2000,3,3,6659.800,0.000
sc2.2_g2_16_resbond_bkt0_run15_thr15_ALL,24,2,0,1987;1988,31,2,7627.100,0.000
sc2.2_g2_16_resbond_bkt0_run15_thr18_ALL,25,2,0,1988;2000,31,2,8177.900,0.000
sc2.2_g2_16_resbond_bkt0_run15_thr20_ALL,25,2,0,1988;2000,31,2,8177.900,0.000
sc2.2_g2_16_resbond_bkt0_run15_thr20_10,12,1,0,1988,60,1,1772.400,0.000
sc2.2_g2_16_resbond_bkt0_run15_thr12_6,210,25,0,1975;1976;1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,195,25,48.100,0.000
sc2.2_g2_16_resbond_bkt0_run18_thr15_ALL,12,1,0,1988,30,1,4704.800,0.000
sc2.2_g2_16_resbond_bkt0_run18_thr18_ALL,12,1,0,1988,31,1,6397.000,0.000
sc2.2_g2_16_resbond_bkt0_run18_thr20_ALL,25,2,0,1988;2000,31,2,8177.900,0.000
sc2.2_g2_16_resbond_bkt0_run18_thr20_10,13,1,0,1988,53,1,3545.600,0.000
sc2.2_g2_16_resbond_bkt0_run18_thr12_6,192,25,0,1975;1976;1977;1978;1979;1980;1983;1984;1986;1987;1988;1989;1990;1991;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,179,25,78.400,0.000
sc2.2_g2_16_resbond_bkt0_run20_thr15_ALL,17,2,0,1986;1988,29,2,5849.900,0.000
sc2.2_g2_16_resbond_bkt0_run20_thr18_ALL,12,1,0,1988,29,1,5353.900,0.000
sc2.2_g2_16_resbond_bkt0_run20_thr20_ALL,12,1,0,1988,29,1,4884.700,0.000
sc2.2_g2_16_resbond_bkt0_run20_thr20_10,13,1,0,1988,52,1,2208.800,0.000
sc2.2_g2_16_resbond_bkt0_run20_thr12_6,184,23,0,1975;1977;1978;1981;1983;1984;1986;1987;1988;1989;1990;1992;1993;1994;1996;1998;1999;2000;2001;2002;2003;2004;2005,159,23,281.300,0.000
sc2.2_g2_16_resbond_bkt0_run22_thr15_ALL,24,2,0,1987;1988,26,2,3410.500,0.000
sc2.2_g2_16_resbond_bkt0_run22_thr18_ALL,13,1,0,1988,26,1,5686.600,0.000
sc2.2_g2_16_resbond_bkt0_run22_thr20_ALL,13,1,0,1988,27,1,6570.000,0.000
sc2.2_g2_16_resbond_bkt0_run22_thr20_10,11,1,0,1988,43,1,2424.600,0.000
sc2.2_g2_16_resbond_bkt0_run22_thr12_6,154,20,0,1975;1976;1979;1980;1981;1984;1986;1987;1988;1989;1990;1991;1992;1996;1999;2000;2001;2002;2004;2005,141,20,144.600,0.000
sc2.2_g2_16_resbond_bkt0_run25_thr15_ALL,23,2,0,1986;1988,19,2,2439.800,0.000
sc2.2_g2_16_resbond_bkt0_run25_thr18_ALL,13,1,0,1988,21,1,3359.800,0.000
sc2.2_g2_16_resbond_bkt0_run25_thr20_ALL,13,1,0,1988,21,1,3513.800,0.000
sc2.2_g2_16_resbond_bkt0_run25_thr20_10,12,1,0,1988,29,1,1772.400,0.000
sc2.2_g2_16_resbond_bkt0_run25_thr12_6,141,16,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1992;1994;2000;2001;2002;2004;2005,80,16,1224.100,0.000
sc2.2_g2_16_resbond_bkt2_run15_thr15_ALL,27,3,0,1988;1989;2005,16,3,2102.300,0.000
sc2.2_g2_16_resbond_bkt2_run15_thr18_ALL,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_resbond_bkt2_run15_thr20_ALL,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_resbond_bkt2_run15_thr20_10,20,2,0,1988;2000,34,2,7110.600,0.000
sc2.2_g2_16_resbond_bkt2_run15_thr12_6,88,11,0,1975;1977;1986;1987;1988;1989;1992;2000;2001;2004;2005,49,11,2336.000,0.000
sc2.2_g2_16_resbond_bkt2_run18_thr15_ALL,38,4,0,1986;1987;1988;2004,8,4,4536.700,0.000
sc2.2_g2_16_resbond_bkt2_run18_thr18_ALL,13,1,0,1988,12,1,4248.300,0.000
sc2.2_g2_16_resbond_bkt2_run18_thr20_ALL,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_resbond_bkt2_run18_thr20_10,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_resbond_bkt2_run18_thr12_6,55,6,0,1986;1987;1988;1989;2000;2004,18,6,3959.900,0.000
sc2.2_g2_16_resbond_bkt2_run20_thr15_ALL,21,2,0,1988;2004,7,2,4787.200,0.000
sc2.2_g2_16_resbond_bkt2_run20_thr18_ALL,13,1,0,1988,8,1,4936.700,0.000
sc2.2_g2_16_resbond_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,5470.900,0.000
sc2.2_g2_16_resbond_bkt2_run20_thr20_10,13,1,0,1988,12,1,5470.900,0.000
sc2.2_g2_16_resbond_bkt2_run20_thr12_6,44,5,0,1987;1988;1989;2000;2004,13,5,5555.000,0.000
sc2.2_g2_16_resbond_bkt2_run22_thr15_ALL,19,2,0,1988;2004,3,2,5716.600,0.000
sc2.2_g2_16_resbond_bkt2_run22_thr18_ALL,19,2,0,1988;2004,6,2,6165.500,0.000
sc2.2_g2_16_resbond_bkt2_run22_thr20_ALL,19,2,0,1988;2004,7,2,6165.500,0.000
sc2.2_g2_16_resbond_bkt2_run22_thr20_10,19,2,0,1988;2004,7,2,6165.500,0.000
sc2.2_g2_16_resbond_bkt2_run22_thr12_6,31,3,0,1988;2000;2004,4,3,6679.100,0.000
sc2.2_g2_16_resbond_bkt2_run25_thr15_ALL,23,2,0,1988;2000,2,2,7110.600,0.000
sc2.2_g2_16_resbond_bkt2_run25_thr18_ALL,20,2,0,1988;2000,2,2,7110.600,0.000
sc2.2_g2_16_resbond_bkt2_run25_thr20_ALL,20,2,0,1988;2000,3,2,7110.600,0.000
sc2.2_g2_16_resbond_bkt2_run25_thr20_10,20,2,0,1988;2000,3,2,7110.600,0.000
sc2.2_g2_16_resbond_bkt2_run25_thr12_6,23,2,0,1988;2000,2,2,7110.600,0.000
sc2.2_g2_16_resbond_bkt3_run15_thr15_ALL,34,3,0,1986;1987;1988,10,3,4997.600,0.000
sc2.2_g2_16_resbond_bkt3_run15_thr18_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_resbond_bkt3_run15_thr20_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_resbond_bkt3_run15_thr20_10,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_resbond_bkt3_run15_thr12_6,49,5,0,1986;1987;1988;2000;2004,7,5,4932.800,0.000
sc2.2_g2_16_resbond_bkt3_run18_thr15_ALL,18,2,0,1988;2000,5,2,5725.300,0.000
sc2.2_g2_16_resbond_bkt3_run18_thr18_ALL,14,1,0,1988,9,1,4856.100,0.000
sc2.2_g2_16_resbond_bkt3_run18_thr20_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_resbond_bkt3_run18_thr20_10,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_resbond_bkt3_run18_thr12_6,22,3,0,1986;1988;2000,3,3,6661.000,0.000
sc2.2_g2_16_ressofr_bkt0_run15_thr15_ALL,23,2,0,1987;1988,31,2,6000.300,0.000
sc2.2_g2_16_ressofr_bkt0_run15_thr18_ALL,25,2,0,1988;2000,31,2,8177.900,0.000
sc2.2_g2_16_ressofr_bkt0_run15_thr20_ALL,25,2,0,1988;2000,31,2,8177.900,0.000
sc2.2_g2_16_ressofr_bkt0_run15_thr20_10,18,2,0,1988;2004,59,2,1812.300,0.000
sc2.2_g2_16_ressofr_bkt0_run15_thr12_6,257,28,0,1975;1976;1977;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,168,28,511.500,0.000
sc2.2_g2_16_ressofr_bkt0_run18_thr15_ALL,12,1,0,1988,30,1,5122.300,0.000
sc2.2_g2_16_ressofr_bkt0_run18_thr18_ALL,12,1,0,1988,31,1,5833.500,0.000
sc2.2_g2_16_ressofr_bkt0_run18_thr20_ALL,25,2,0,1988;2000,31,2,8177.900,0.000
sc2.2_g2_16_ressofr_bkt0_run18_thr20_10,13,1,0,1988,52,1,3524.900,0.000
sc2.2_g2_16_ressofr_bkt0_run18_thr12_6,220,27,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,161,27,85.300,0.000
sc2.2_g2_16_ressofr_bkt0_run20_thr15_ALL,21,2,0,1986;1988,29,2,4531.700,0.000
sc2.2_g2_16_ressofr_bkt0_run20_thr18_ALL,12,1,0,1988,29,1,5368.900,0.000
sc2.2_g2_16_ressofr_bkt0_run20_thr20_ALL,12,1,0,1988,29,1,4327.600,0.000
sc2.2_g2_16_ressofr_bkt0_run20_thr20_10,20,2,0,1986;1988,51,2,2249.500,0.000
sc2.2_g2_16_ressofr_bkt0_run20_thr12_6,229,26,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,138,26,1837.500,0.000
sc2.2_g2_16_ressofr_bkt0_run22_thr15_ALL,28,3,0,1986;1987;1988,26,3,3183.800,0.000
sc2.2_g2_16_ressofr_bkt0_run22_thr18_ALL,17,2,0,1986;1988,26,2,5024.500,0.000
sc2.2_g2_16_ressofr_bkt0_run22_thr20_ALL,13,1,0,1988,27,1,6344.400,0.000
sc2.2_g2_16_ressofr_bkt0_run22_thr20_10,12,1,0,1988,43,1,2383.000,0.000
sc2.2_g2_16_ressofr_bkt0_run22_thr12_6,179,22,0,1975;1976;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1996;1999;2000;2001;2002;2004;2005,118,22,258.500,0.000
sc2.2_g2_16_ressofr_bkt0_run25_thr15_ALL,33,3,0,1984;1986;1988,19,3,2607.900,0.000
sc2.2_g2_16_ressofr_bkt0_run25_thr18_ALL,13,1,0,1988,21,1,3304.200,0.000
sc2.2_g2_16_ressofr_bkt0_run25_thr20_ALL,13,1,0,1988,21,1,3535.200,0.000
sc2.2_g2_16_ressofr_bkt0_run25_thr20_10,18,2,0,1988;2004,28,2,1812.300,0.000
sc2.2_g2_16_ressofr_bkt0_run25_thr12_6,152,17,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1991;1992;1994;2000;2001;2002;2004;2005,66,17,1437.100,0.000
sc2.2_g2_16_ressofr_bkt2_run15_thr15_ALL,33,3,0,1988;1989;2005,16,3,2082.400,0.000
sc2.2_g2_16_ressofr_bkt2_run15_thr18_ALL,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_ressofr_bkt2_run15_thr20_ALL,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_ressofr_bkt2_run15_thr20_10,21,2,0,1988;2000,34,2,7109.900,0.000
sc2.2_g2_16_ressofr_bkt2_run15_thr12_6,101,12,0,1975;1984;1986;1987;1988;1989;1992;1993;2000;2001;2004;2005,39,12,2452.100,0.000
sc2.2_g2_16_ressofr_bkt2_run18_thr15_ALL,47,5,0,1986;1987;1988;2000;2004,8,5,4626.400,0.000
sc2.2_g2_16_ressofr_bkt2_run18_thr18_ALL,13,1,0,1988,12,1,4231.800,0.000
sc2.2_g2_16_ressofr_bkt2_run18_thr20_ALL,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_ressofr_bkt2_run18_thr20_10,21,2,0,1988;2000,31,2,7389.400,0.000
sc2.2_g2_16_ressofr_bkt2_run18_thr12_6,67,7,0,1986;1987;1988;1989;1990;2000;2004,14,7,4231.800,0.000
sc2.2_g2_16_ressofr_bkt2_run20_thr15_ALL,26,3,0,1988;2000;2004,7,3,4893.200,0.000
sc2.2_g2_16_ressofr_bkt2_run20_thr18_ALL,21,3,0,1987;1988;2004,8,3,5540.100,0.000
sc2.2_g2_16_ressofr_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,5524.900,0.000
sc2.2_g2_16_ressofr_bkt2_run20_thr20_10,13,1,0,1988,11,1,5524.900,0.000
sc2.2_g2_16_ressofr_bkt2_run20_thr12_6,47,5,0,1987;1988;1989;2000;2004,12,5,5540.100,0.000
sc2.2_g2_16_ressofr_bkt2_run22_thr15_ALL,26,3,0,1988;2000;2004,3,3,6672.500,0.000
sc2.2_g2_16_ressofr_bkt2_run22_thr18_ALL,26,3,0,1988;2000;2004,6,3,6983.500,0.000
sc2.2_g2_16_ressofr_bkt2_run22_thr20_ALL,22,3,0,1988;2000;2004,7,3,6983.500,0.000
sc2.2_g2_16_ressofr_bkt2_run22_thr20_10,22,3,0,1988;2000;2004,7,3,6983.500,0.000
sc2.2_g2_16_ressofr_bkt2_run22_thr12_6,33,3,0,1988;2000;2004,3,3,6672.500,0.000
sc2.2_g2_16_ressofr_bkt2_run25_thr15_ALL,24,2,0,1988;2000,2,2,7109.900,0.000
sc2.2_g2_16_ressofr_bkt2_run25_thr18_ALL,21,2,0,1988;2000,2,2,7109.900,0.000
sc2.2_g2_16_ressofr_bkt2_run25_thr20_ALL,21,2,0,1988;2000,3,2,7109.900,0.000
sc2.2_g2_16_ressofr_bkt2_run25_thr20_10,21,2,0,1988;2000,3,2,7109.900,0.000
sc2.2_g2_16_ressofr_bkt2_run25_thr12_6,24,2,0,1988;2000,2,2,7109.900,0.000
sc2.2_g2_16_ressofr_bkt3_run15_thr15_ALL,34,3,0,1986;1987;1988,10,3,5073.100,0.000
sc2.2_g2_16_ressofr_bkt3_run15_thr18_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_ressofr_bkt3_run15_thr20_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_ressofr_bkt3_run15_thr20_10,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_ressofr_bkt3_run15_thr12_6,50,5,0,1986;1987;1988;2000;2004,6,5,4926.600,0.000
sc2.2_g2_16_ressofr_bkt3_run18_thr15_ALL,18,2,0,1988;2000,5,2,5724.900,0.000
sc2.2_g2_16_ressofr_bkt3_run18_thr18_ALL,14,1,0,1988,9,1,4865.300,0.000
sc2.2_g2_16_ressofr_bkt3_run18_thr20_ALL,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_ressofr_bkt3_run18_thr20_10,15,2,0,1988;2000,31,2,5911.200,0.000
sc2.2_g2_16_ressofr_bkt3_run18_thr12_6,22,3,0,1986;1988;2000,3,3,6660.200,0.000
sc2.2_g3_16_rescash_bkt0_run15_thr15_ALL,36,3,0,1987;1988;1989,31,3,4354.100,0.000
sc2.2_g3_16_rescash_bkt0_run15_thr18_ALL,37,4,0,1988;1990;2000;2004,31,4,9709.000,0.000
sc2.2_g3_16_rescash_bkt0_run15_thr20_ALL,37,4,0,1988;1990;2000;2004,31,4,9709.000,0.000
sc2.2_g3_16_rescash_bkt0_run15_thr20_10,33,3,0,1987;1988;2004,63,3,1495.000,0.000
sc2.2_g3_16_rescash_bkt0_run15_thr12_6,330,29,0,1975;1976;1977;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,151,29,221.600,0.000
sc2.2_g3_16_rescash_bkt0_run18_thr15_ALL,31,3,0,1985;1987;1988,31,3,4268.800,0.000
sc2.2_g3_16_rescash_bkt0_run18_thr18_ALL,32,3,0,1987;1988;1989,31,3,4580.800,0.000
sc2.2_g3_16_rescash_bkt0_run18_thr20_ALL,37,4,0,1988;1990;2000;2004,31,4,9709.000,0.000
sc2.2_g3_16_rescash_bkt0_run18_thr20_10,31,4,0,1984;1988;2000;2004,54,4,2430.900,0.000
sc2.2_g3_16_rescash_bkt0_run18_thr12_6,304,30,0,1975;1976;1977;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,122,30,557.200,0.000
sc2.2_g3_16_rescash_bkt0_run20_thr15_ALL,33,3,0,1986;1987;1988,29,3,4143.200,0.000
sc2.2_g3_16_rescash_bkt0_run20_thr18_ALL,22,2,0,1987;1988,29,2,4196.200,0.000
sc2.2_g3_16_rescash_bkt0_run20_thr20_ALL,24,3,0,1987;1988;1989,29,3,4317.600,0.000
sc2.2_g3_16_rescash_bkt0_run20_thr20_10,27,3,0,1986;1987;1988,47,3,1553.500,0.000
sc2.2_g3_16_rescash_bkt0_run20_thr12_6,269,27,0,1975;1976;1977;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,111,27,1297.800,0.000
sc2.2_g3_16_rescash_bkt0_run22_thr15_ALL,43,4,0,1983;1986;1987;1988,26,4,2993.300,0.000
sc2.2_g3_16_rescash_bkt0_run22_thr18_ALL,29,3,0,1986;1987;1988,28,3,4795.000,0.000
sc2.2_g3_16_rescash_bkt0_run22_thr20_ALL,19,2,0,1987;1988,28,2,4838.300,0.000
sc2.2_g3_16_rescash_bkt0_run22_thr20_10,39,4,0,1987;1988;1989;1990,41,4,1841.100,0.000
sc2.2_g3_16_rescash_bkt0_run22_thr12_6,245,26,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2004;2005,78,26,762.100,0.000
sc2.2_g3_16_rescash_bkt0_run25_thr15_ALL,43,6,0,1981;1984;1986;1988;2000;2004,24,6,1931.000,0.000
sc2.2_g3_16_rescash_bkt0_run25_thr18_ALL,13,1,0,1988,24,1,2801.300,0.000
sc2.2_g3_16_rescash_bkt0_run25_thr20_ALL,25,2,0,1987;1988,24,2,3089.100,0.000
sc2.2_g3_16_rescash_bkt0_run25_thr20_10,33,3,0,1987;1988;2004,32,3,1495.000,0.000
sc2.2_g3_16_rescash_bkt0_run25_thr12_6,197,21,0,1975;1976;1977;1979;1980;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;2000;2001;2002;2004;2005,67,21,941.000,0.000
sc2.2_g3_16_rescash_bkt2_run15_thr15_ALL,44,5,0,1987;1988;1989;2001;2005,15,5,1572.700,0.000
sc2.2_g3_16_rescash_bkt2_run15_thr18_ALL,24,3,0,1988;2000;2004,31,3,6974.900,0.000
sc2.2_g3_16_rescash_bkt2_run15_thr20_ALL,24,3,0,1988;2000;2004,31,3,6974.900,0.000
sc2.2_g3_16_rescash_bkt2_run15_thr20_10,25,3,0,1988;2000;2004,35,3,6566.900,0.000
sc2.2_g3_16_rescash_bkt2_run15_thr12_6,128,12,0,1975;1984;1986;1987;1988;1989;1990;1993;2000;2001;2004;2005,25,12,1465.900,0.000
sc2.2_g3_16_rescash_bkt2_run18_thr15_ALL,62,7,0,1986;1987;1988;1989;2000;2001;2004,9,7,3249.500,0.000
sc2.2_g3_16_rescash_bkt2_run18_thr18_ALL,41,5,0,1986;1987;1988;1989;2001,12,5,3249.500,0.000
sc2.2_g3_16_rescash_bkt2_run18_thr20_ALL,24,3,0,1988;2000;2004,31,3,6974.900,0.000
sc2.2_g3_16_rescash_bkt2_run18_thr20_10,24,3,0,1988;2000;2004,31,3,6974.900,0.000
sc2.2_g3_16_rescash_bkt2_run18_thr12_6,87,8,0,1986;1987;1988;1989;1990;2000;2001;2004,16,8,2907.600,0.000
sc2.2_g3_16_rescash_bkt2_run20_thr15_ALL,51,5,0,1987;1988;1990;2000;2004,6,5,3960.900,0.000
sc2.2_g3_16_rescash_bkt2_run20_thr18_ALL,24,3,0,1988;2000;2004,8,3,3960.900,0.000
sc2.2_g3_16_rescash_bkt2_run20_thr20_ALL,14,2,0,1988;2000,11,2,3836.000,0.000
sc2.2_g3_16_rescash_bkt2_run20_thr20_10,14,2,0,1988;2000,11,2,3836.000,0.000
sc2.2_g3_16_rescash_bkt2_run20_thr12_6,57,5,0,1987;1988;1990;2000;2004,6,5,3960.900,0.000
sc2.2_g3_16_rescash_bkt2_run22_thr15_ALL,39,4,0,1987;1988;2000;2004,5,4,5394.100,0.000
sc2.2_g3_16_rescash_bkt2_run22_thr18_ALL,37,4,0,1987;1988;2000;2004,7,4,6482.000,0.000
sc2.2_g3_16_rescash_bkt2_run22_thr20_ALL,32,4,0,1987;1988;2000;2004,7,4,6482.000,0.000
sc2.2_g3_16_rescash_bkt2_run22_thr20_10,32,4,0,1987;1988;2000;2004,7,4,6482.000,0.000
sc2.2_g3_16_rescash_bkt2_run22_thr12_6,57,5,0,1987;1988;1990;2000;2004,5,5,5938.100,0.000
sc2.2_g3_16_rescash_bkt2_run25_thr15_ALL,28,3,0,1988;2000;2004,3,3,6566.900,0.000
sc2.2_g3_16_rescash_bkt2_run25_thr18_ALL,25,3,0,1988;2000;2004,4,3,6566.900,0.000
sc2.2_g3_16_rescash_bkt2_run25_thr20_ALL,25,3,0,1988;2000;2004,4,3,6566.900,0.000
sc2.2_g3_16_rescash_bkt2_run25_thr20_10,25,3,0,1988;2000;2004,4,3,6566.900,0.000
sc2.2_g3_16_rescash_bkt2_run25_thr12_6,28,3,0,1988;2000;2004,3,3,6566.900,0.000
sc2.2_g3_16_rescash_bkt3_run15_thr15_ALL,35,3,0,1986;1987;1988,11,3,3543.900,0.000
sc2.2_g3_16_rescash_bkt3_run15_thr18_ALL,14,2,0,1988;2000,31,2,4674.900,0.000
sc2.2_g3_16_rescash_bkt3_run15_thr20_ALL,14,2,0,1988;2000,31,2,4674.900,0.000
sc2.2_g3_16_rescash_bkt3_run15_thr20_10,14,2,0,1988;2000,31,2,4674.900,0.000
sc2.2_g3_16_rescash_bkt3_run15_thr12_6,64,6,0,1986;1987;1988;1989;2000;2004,7,6,3460.100,0.000
sc2.2_g3_16_rescash_bkt3_run18_thr15_ALL,28,4,0,1987;1988;2000;2004,6,4,5590.100,0.000
sc2.2_g3_16_rescash_bkt3_run18_thr18_ALL,20,2,0,1987;1988,9,2,4526.100,0.000
sc2.2_g3_16_rescash_bkt3_run18_thr20_ALL,14,2,0,1988;2000,31,2,4674.900,0.000
sc2.2_g3_16_rescash_bkt3_run18_thr20_10,14,2,0,1988;2000,31,2,4674.900,0.000
sc2.2_g3_16_rescash_bkt3_run18_thr12_6,30,4,0,1987;1988;2000;2004,4,4,5590.100,0.000
sc2.2_g3_16_resbond_bkt0_run15_thr15_ALL,14,1,1,1987,31,1,5000.200,0.000
sc2.2_g3_16_resbond_bkt0_run15_thr18_ALL,37,4,0,1988;1990;2000;2004,31,4,9709.000,0.000
sc2.2_g3_16_resbond_bkt0_run15_thr20_ALL,37,4,0,1988;1990;2000;2004,31,4,9709.000,0.000
sc2.2_g3_16_resbond_bkt0_run15_thr20_10,18,2,0,1988;2004,63,2,1640.300,0.000
sc2.2_g3_16_resbond_bkt0_run15_thr12_6,250,27,0,1975;1976;1977;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,198,27,79.200,0.000
sc2.2_g3_16_resbond_bkt0_run18_thr15_ALL,16,2,0,1987;1988,31,2,4457.000,0.000
sc2.2_g3_16_resbond_bkt0_run18_thr18_ALL,16,2,0,1987;1988,31,2,5347.800,0.000
sc2.2_g3_16_resbond_bkt0_run18_thr20_ALL,37,4,0,1988;1990;2000;2004,31,4,9709.000,0.000
sc2.2_g3_16_resbond_bkt0_run18_thr20_10,16,2,0,1988;2004,54,2,2289.400,0.000
sc2.2_g3_16_resbond_bkt0_run18_thr12_6,213,28,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,180,28,94.900,0.000
sc2.2_g3_16_resbond_bkt0_run20_thr15_ALL,18,2,0,1987;1988,29,2,5080.800,0.000
sc2.2_g3_16_resbond_bkt0_run20_thr18_ALL,18,2,0,1987;1988,29,2,5080.800,0.000
sc2.2_g3_16_resbond_bkt0_run20_thr20_ALL,18,2,0,1987;1988,29,2,4653.200,0.000
sc2.2_g3_16_resbond_bkt0_run20_thr20_10,18,2,0,1987;1988,53,2,1702.800,0.000
sc2.2_g3_16_resbond_bkt0_run20_thr12_6,187,24,0,1975;1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,162,24,372.800,0.000
sc2.2_g3_16_resbond_bkt0_run22_thr15_ALL,23,2,0,1987;1988,26,2,4379.100,0.000
sc2.2_g3_16_resbond_bkt0_run22_thr18_ALL,16,2,0,1987;1988,28,2,5363.500,0.000
sc2.2_g3_16_resbond_bkt0_run22_thr20_ALL,16,2,0,1987;1988,28,2,5363.500,0.000
sc2.2_g3_16_resbond_bkt0_run22_thr20_10,10,1,0,1988,45,1,1838.800,0.000
sc2.2_g3_16_resbond_bkt0_run22_thr12_6,177,22,0,1975;1976;1977;1979;1980;1981;1983;1984;1986;1987;1988;1989;1990;1993;1994;1997;1999;2000;2001;2002;2004;2005,141,22,54.200,0.000
sc2.2_g3_16_resbond_bkt0_run25_thr15_ALL,12,1,0,1988,24,1,2051.900,0.000
sc2.2_g3_16_resbond_bkt0_run25_thr18_ALL,12,1,0,1988,24,1,3486.800,0.000
sc2.2_g3_16_resbond_bkt0_run25_thr20_ALL,22,2,0,1987;1988,24,2,3752.600,0.000
sc2.2_g3_16_resbond_bkt0_run25_thr20_10,18,2,0,1988;2004,32,2,1640.300,0.000
sc2.2_g3_16_resbond_bkt0_run25_thr12_6,147,15,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1994;2000;2001;2002;2004;2005,104,15,178.500,0.000
sc2.2_g3_16_resbond_bkt2_run15_thr15_ALL,19,2,0,1988;2005,15,2,1430.000,0.000
sc2.2_g3_16_resbond_bkt2_run15_thr18_ALL,24,3,0,1988;2000;2004,31,3,6974.900,0.000
sc2.2_g3_16_resbond_bkt2_run15_thr20_ALL,24,3,0,1988;2000;2004,31,3,6974.900,0.000
sc2.2_g3_16_resbond_bkt2_run15_thr20_10,24,3,0,1988;2000;2004,35,3,6569.100,0.000
sc2.2_g3_16_resbond_bkt2_run15_thr12_6,102,11,0,1975;1986;1987;1988;1989;1990;1993;2000;2001;2004;2005,42,11,1382.900,0.000
sc2.2_g3_16_resbond_bkt2_run18_thr15_ALL,22,2,0,1988;2004,9,2,2808.600,0.000
sc2.2_g3_16_resbond_bkt2_run18_thr18_ALL,12,1,0,1988,12,1,2864.200,0.000
