label,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
N4_g2_hi_early_resbond_bkt0_run20_thr15_ALL,30,4,0,1986;1987;1988;2000,28,4,1528.100,0.000
N4_g2_hi_early_resbond_bkt0_run20_thr18_ALL,22,3,0,1987;1988;2000,28,3,1940.400,0.000
N4_g2_hi_early_resbond_bkt0_run20_thr20_ALL,29,4,0,1987;1988;1989;2000,28,4,1867.000,0.000
N4_g2_hi_early_resbond_bkt0_run20_thr20_10,31,5,0,1987;1988;2000;2004;2005,56,5,625.000,0.000
N4_g2_hi_early_resbond_bkt0_run20_thr12_6,236,25,0,1975;1976;1977;1979;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,156,25,169.400,0.000
N4_g2_hi_early_resbond_bkt0_run22_thr15_ALL,22,4,0,1986;1988;2000;2005,25,4,1345.000,0.000
N4_g2_hi_early_resbond_bkt0_run22_thr18_ALL,22,4,0,1986;1987;1988;2000,25,4,1639.600,0.000
N4_g2_hi_early_resbond_bkt0_run22_thr20_ALL,19,3,0,1987;1988;2000,25,3,1926.600,0.000
N4_g2_hi_early_resbond_bkt0_run22_thr20_10,21,2,0,1988;2000,45,2,535.200,0.000
N4_g2_hi_early_resbond_bkt0_run22_thr12_6,207,24,0,1975;1976;1977;1979;1980;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2004;2005,138,24,382.000,0.000
N4_g2_hi_early_resbond_bkt0_run25_thr15_ALL,29,4,0,1984;1988;2000;2002,21,4,775.500,0.000
N4_g2_hi_early_resbond_bkt0_run25_thr18_ALL,23,3,0,1988;2000;2002,21,3,1127.500,0.000
N4_g2_hi_early_resbond_bkt0_run25_thr20_ALL,31,4,0,1986;1988;2000;2002,22,4,1339.300,0.000
N4_g2_hi_early_resbond_bkt0_run25_thr20_10,25,3,0,1987;1988;2000,36,3,777.600,0.000
N4_g2_hi_early_resbond_bkt0_run25_thr12_6,168,18,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;2000;2001;2002;2004;2005,97,18,712.300,0.000
N4_g2_hi_early_resbond_bkt2_run15_thr15_ALL,50,7,0,1987;1988;1989;1999;2000;2001;2005,17,7,1121.100,0.000
N4_g2_hi_early_resbond_bkt2_run15_thr18_ALL,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_resbond_bkt2_run15_thr20_ALL,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_resbond_bkt2_run15_thr20_10,34,3,0,1988;2000;2004,36,3,2971.000,0.000
N4_g2_hi_early_resbond_bkt2_run15_thr12_6,129,14,0,1975;1984;1986;1987;1988;1989;1990;1992;1993;1999;2000;2001;2004;2005,48,14,1133.700,0.000
N4_g2_hi_early_resbond_bkt2_run18_thr15_ALL,59,6,0,1987;1988;1989;1993;2000;2004,11,6,1544.700,0.000
N4_g2_hi_early_resbond_bkt2_run18_thr18_ALL,44,5,0,1987;1988;1989;2000;2004,14,5,1677.600,0.000
N4_g2_hi_early_resbond_bkt2_run18_thr20_ALL,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_resbond_bkt2_run18_thr20_10,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_resbond_bkt2_run18_thr12_6,84,9,0,1975;1986;1987;1988;1989;1990;1993;2000;2004,25,9,1593.500,0.000
N4_g2_hi_early_resbond_bkt2_run20_thr15_ALL,49,5,0,1987;1988;1989;2000;2004,7,5,1843.900,0.000
N4_g2_hi_early_resbond_bkt2_run20_thr18_ALL,50,5,0,1987;1988;1989;2000;2004,8,5,1974.300,0.000
N4_g2_hi_early_resbond_bkt2_run20_thr20_ALL,44,5,0,1987;1988;1989;2000;2004,13,5,2154.900,0.000
N4_g2_hi_early_resbond_bkt2_run20_thr20_10,44,5,0,1987;1988;1989;2000;2004,13,5,2154.900,0.000
N4_g2_hi_early_resbond_bkt2_run20_thr12_6,65,6,0,1987;1988;1989;1990;2000;2004,13,6,1849.700,0.000
N4_g2_hi_early_resbond_bkt2_run22_thr15_ALL,47,6,0,1987;1988;1989;1990;2000;2004,6,6,2321.200,0.000
N4_g2_hi_early_resbond_bkt2_run22_thr18_ALL,37,4,0,1988;1989;2000;2004,7,4,2321.200,0.000
N4_g2_hi_early_resbond_bkt2_run22_thr20_ALL,37,4,0,1988;1989;2000;2004,7,4,2321.200,0.000
N4_g2_hi_early_resbond_bkt2_run22_thr20_10,37,4,0,1988;1989;2000;2004,7,4,2321.200,0.000
N4_g2_hi_early_resbond_bkt2_run22_thr12_6,65,6,0,1987;1988;1989;1990;2000;2004,9,6,2321.200,0.000
N4_g2_hi_early_resbond_bkt2_run25_thr15_ALL,34,3,0,1988;2000;2004,3,3,2971.000,0.000
N4_g2_hi_early_resbond_bkt2_run25_thr18_ALL,34,3,0,1988;2000;2004,3,3,2971.000,0.000
N4_g2_hi_early_resbond_bkt2_run25_thr20_ALL,34,3,0,1988;2000;2004,5,3,2971.000,0.000
N4_g2_hi_early_resbond_bkt2_run25_thr20_10,34,3,0,1988;2000;2004,5,3,2971.000,0.000
N4_g2_hi_early_resbond_bkt2_run25_thr12_6,34,3,0,1988;2000;2004,3,3,2971.000,0.000
N4_g2_hi_early_resbond_bkt3_run15_thr15_ALL,54,6,0,1986;1987;1988;1989;2000;2004,13,6,1761.800,0.000
N4_g2_hi_early_resbond_bkt3_run15_thr18_ALL,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_resbond_bkt3_run15_thr20_ALL,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_resbond_bkt3_run15_thr20_10,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_resbond_bkt3_run15_thr12_6,65,6,0,1986;1987;1988;1989;2000;2004,10,6,1597.900,0.000
N4_g2_hi_early_resbond_bkt3_run18_thr15_ALL,40,5,0,1987;1988;1990;2000;2004,6,5,2180.200,0.000
N4_g2_hi_early_resbond_bkt3_run18_thr18_ALL,38,5,0,1987;1988;1990;2000;2004,11,5,2180.200,0.000
N4_g2_hi_early_resbond_bkt3_run18_thr20_ALL,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_resbond_bkt3_run18_thr20_10,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_resbond_bkt3_run18_thr12_6,44,5,0,1987;1988;1990;2000;2004,5,5,2180.200,0.000
N4_g2_hi_early_ressofr_bkt0_run15_thr15_ALL,39,4,0,1987;1988;1989;2000,31,4,2342.400,0.000
N4_g2_hi_early_ressofr_bkt0_run15_thr18_ALL,46,4,0,1988;1990;2000;2004,31,4,3856.500,0.000
N4_g2_hi_early_ressofr_bkt0_run15_thr20_ALL,46,4,0,1988;1990;2000;2004,31,4,3856.500,0.000
N4_g2_hi_early_ressofr_bkt0_run15_thr20_10,44,6,0,1986;1987;1988;2000;2002;2004,63,6,895.100,0.000
N4_g2_hi_early_ressofr_bkt0_run15_thr12_6,330,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,178,31,0.000,0.000
N4_g2_hi_early_ressofr_bkt0_run18_thr15_ALL,25,3,0,1987;1988;2000,31,3,1380.100,0.000
N4_g2_hi_early_ressofr_bkt0_run18_thr18_ALL,36,4,0,1987;1988;1989;2000,31,4,2039.300,0.000
N4_g2_hi_early_ressofr_bkt0_run18_thr20_ALL,46,4,0,1988;1990;2000;2004,31,4,3856.500,0.000
N4_g2_hi_early_ressofr_bkt0_run18_thr20_10,38,5,0,1984;1988;2000;2004;2005,54,5,1255.900,0.000
N4_g2_hi_early_ressofr_bkt0_run18_thr12_6,275,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,170,29,10.300,0.000
N4_g2_hi_early_ressofr_bkt0_run20_thr15_ALL,36,4,0,1986;1988;2000;2003,28,4,1469.100,0.000
N4_g2_hi_early_ressofr_bkt0_run20_thr18_ALL,23,2,0,1988;2000,28,2,1505.100,0.000
N4_g2_hi_early_ressofr_bkt0_run20_thr20_ALL,34,3,0,1988;1989;2000,28,3,1714.100,0.000
N4_g2_hi_early_ressofr_bkt0_run20_thr20_10,42,6,0,1987;1988;1999;2000;2004;2005,56,6,654.500,0.000
N4_g2_hi_early_ressofr_bkt0_run20_thr12_6,261,27,0,1975;1976;1977;1979;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,137,27,468.800,0.000
N4_g2_hi_early_ressofr_bkt0_run22_thr15_ALL,35,5,0,1986;1988;2000;2004;2005,25,5,1193.000,0.000
N4_g2_hi_early_ressofr_bkt0_run22_thr18_ALL,32,4,0,1986;1988;2000;2004,25,4,1608.800,0.000
N4_g2_hi_early_ressofr_bkt0_run22_thr20_ALL,25,3,0,1988;2000;2004,25,3,1681.800,0.000
N4_g2_hi_early_ressofr_bkt0_run22_thr20_10,40,5,0,1988;1989;1990;2000;2004,43,5,941.400,0.000
N4_g2_hi_early_ressofr_bkt0_run22_thr12_6,231,25,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2004;2005,120,25,785.600,0.000
N4_g2_hi_early_ressofr_bkt0_run25_thr15_ALL,48,7,0,1984;1988;1999;2000;2002;2004;2005,21,7,874.600,0.000
N4_g2_hi_early_ressofr_bkt0_run25_thr18_ALL,33,5,0,1988;1999;2000;2002;2004,21,5,1162.500,0.000
N4_g2_hi_early_ressofr_bkt0_run25_thr20_ALL,42,6,0,1986;1988;1999;2000;2002;2004,22,6,1504.900,0.000
N4_g2_hi_early_ressofr_bkt0_run25_thr20_10,44,6,0,1986;1987;1988;2000;2002;2004,32,6,895.100,0.000
N4_g2_hi_early_ressofr_bkt0_run25_thr12_6,185,19,0,1975;1977;1979;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;2000;2001;2002;2004;2005,80,19,716.400,0.000
N4_g2_hi_early_ressofr_bkt2_run15_thr15_ALL,59,8,0,1987;1988;1989;1999;2000;2001;2004;2005,17,8,1121.900,0.000
N4_g2_hi_early_ressofr_bkt2_run15_thr18_ALL,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_ressofr_bkt2_run15_thr20_ALL,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_ressofr_bkt2_run15_thr20_10,34,3,0,1988;2000;2004,36,3,2969.900,0.000
N4_g2_hi_early_ressofr_bkt2_run15_thr12_6,138,14,0,1975;1984;1986;1987;1988;1989;1990;1992;1993;1999;2000;2001;2004;2005,40,14,1121.800,0.000
N4_g2_hi_early_ressofr_bkt2_run18_thr15_ALL,66,6,0,1987;1988;1989;1993;2000;2004,11,6,1532.900,0.000
N4_g2_hi_early_ressofr_bkt2_run18_thr18_ALL,50,6,0,1986;1987;1988;1989;2000;2004,14,6,1704.300,0.000
N4_g2_hi_early_ressofr_bkt2_run18_thr20_ALL,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_ressofr_bkt2_run18_thr20_10,33,3,0,1988;2000;2004,31,3,3114.300,0.000
N4_g2_hi_early_ressofr_bkt2_run18_thr12_6,92,9,0,1975;1986;1987;1988;1989;1990;1993;2000;2004,22,9,1579.500,0.000
N4_g2_hi_early_ressofr_bkt2_run20_thr15_ALL,55,5,0,1987;1988;1989;2000;2004,7,5,1837.600,0.000
N4_g2_hi_early_ressofr_bkt2_run20_thr18_ALL,56,5,0,1987;1988;1989;2000;2004,8,5,1968.000,0.000
N4_g2_hi_early_ressofr_bkt2_run20_thr20_ALL,51,5,0,1987;1988;1989;2000;2004,13,5,2147.100,0.000
N4_g2_hi_early_ressofr_bkt2_run20_thr20_10,51,5,0,1987;1988;1989;2000;2004,13,5,2147.100,0.000
N4_g2_hi_early_ressofr_bkt2_run20_thr12_6,67,6,0,1987;1988;1989;1990;2000;2004,13,6,1843.400,0.000
N4_g2_hi_early_ressofr_bkt2_run22_thr15_ALL,54,6,0,1987;1988;1989;1990;2000;2004,6,6,2317.200,0.000
N4_g2_hi_early_ressofr_bkt2_run22_thr18_ALL,42,4,0,1988;1989;2000;2004,7,4,2317.200,0.000
N4_g2_hi_early_ressofr_bkt2_run22_thr20_ALL,42,4,0,1988;1989;2000;2004,7,4,2317.200,0.000
N4_g2_hi_early_ressofr_bkt2_run22_thr20_10,42,4,0,1988;1989;2000;2004,7,4,2317.200,0.000
N4_g2_hi_early_ressofr_bkt2_run22_thr12_6,67,6,0,1987;1988;1989;1990;2000;2004,6,6,2317.200,0.000
N4_g2_hi_early_ressofr_bkt2_run25_thr15_ALL,34,3,0,1988;2000;2004,3,3,2969.900,0.000
N4_g2_hi_early_ressofr_bkt2_run25_thr18_ALL,34,3,0,1988;2000;2004,3,3,2969.900,0.000
N4_g2_hi_early_ressofr_bkt2_run25_thr20_ALL,34,3,0,1988;2000;2004,5,3,2969.900,0.000
N4_g2_hi_early_ressofr_bkt2_run25_thr20_10,34,3,0,1988;2000;2004,5,3,2969.900,0.000
N4_g2_hi_early_ressofr_bkt2_run25_thr12_6,34,3,0,1988;2000;2004,3,3,2969.900,0.000
N4_g2_hi_early_ressofr_bkt3_run15_thr15_ALL,57,6,0,1986;1987;1988;1989;2000;2004,13,6,1820.300,0.000
N4_g2_hi_early_ressofr_bkt3_run15_thr18_ALL,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_ressofr_bkt3_run15_thr20_ALL,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_ressofr_bkt3_run15_thr20_10,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_ressofr_bkt3_run15_thr12_6,67,6,0,1986;1987;1988;1989;2000;2004,8,6,1594.100,0.000
N4_g2_hi_early_ressofr_bkt3_run18_thr15_ALL,40,5,0,1987;1988;1990;2000;2004,6,5,2179.400,0.000
N4_g2_hi_early_ressofr_bkt3_run18_thr18_ALL,39,5,0,1987;1988;1990;2000;2004,11,5,2179.400,0.000
N4_g2_hi_early_ressofr_bkt3_run18_thr20_ALL,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_ressofr_bkt3_run18_thr20_10,36,4,0,1988;1990;2000;2004,31,4,2246.700,0.000
N4_g2_hi_early_ressofr_bkt3_run18_thr12_6,44,5,0,1987;1988;1990;2000;2004,5,5,2179.400,0.000
sc2.0_none_rescash_bkt0_run15_thr15_ALL,33,3,0,1987;1988;1989,31,3,4734.700,0.000
sc2.0_none_rescash_bkt0_run15_thr18_ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
sc2.0_none_rescash_bkt0_run15_thr20_ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
sc2.0_none_rescash_bkt0_run15_thr20_10,32,3,0,1986;1988;2000,58,3,1932.800,0.000
sc2.0_none_rescash_bkt0_run15_thr12_6,332,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,155,31,0.000,0.000
sc2.0_none_rescash_bkt0_run18_thr15_ALL,25,3,0,1985;1988;2000,29,3,3951.300,0.000
sc2.0_none_rescash_bkt0_run18_thr18_ALL,26,3,0,1988;1989;2000,29,3,4211.600,0.000
sc2.0_none_rescash_bkt0_run18_thr20_ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
sc2.0_none_rescash_bkt0_run18_thr20_10,31,3,0,1988;2000;2004,50,3,3311.100,0.000
sc2.0_none_rescash_bkt0_run18_thr12_6,267,28,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,113,28,1624.000,0.000
sc2.0_none_rescash_bkt0_run20_thr15_ALL,32,4,0,1983;1986;1988;2000,26,4,4118.900,0.000
sc2.0_none_rescash_bkt0_run20_thr18_ALL,19,2,0,1988;2000,27,2,4718.700,0.000
sc2.0_none_rescash_bkt0_run20_thr20_ALL,25,3,0,1988;1989;2000,28,3,4830.400,0.000
sc2.0_none_rescash_bkt0_run20_thr20_10,27,3,0,1988;2000;2005,45,3,1988.500,0.000
sc2.0_none_rescash_bkt0_run20_thr12_6,240,23,0,1975;1976;1977;1979;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1996;1999;2000;2001;2002;2004;2005,98,23,843.800,0.000
sc2.0_none_rescash_bkt0_run22_thr15_ALL,29,3,0,1986;1988;2000,24,3,2579.600,0.000
sc2.0_none_rescash_bkt0_run22_thr18_ALL,40,4,0,1986;1987;1988;2000,24,4,3194.500,0.000
sc2.0_none_rescash_bkt0_run22_thr20_ALL,21,2,0,1988;2000,25,2,3750.400,0.000
sc2.0_none_rescash_bkt0_run22_thr20_10,25,3,0,1986;1988;2000,34,3,1648.400,0.000
sc2.0_none_rescash_bkt0_run22_thr12_6,229,22,0,1975;1976;1977;1979;1980;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1999;2000;2001;2002;2004;2005,69,22,666.100,0.000
sc2.0_none_rescash_bkt0_run25_thr15_ALL,32,3,0,1984;1988;2000,16,3,1769.600,0.000
sc2.0_none_rescash_bkt0_run25_thr18_ALL,23,2,0,1988;2000,17,2,2781.100,0.000
sc2.0_none_rescash_bkt0_run25_thr20_ALL,23,2,0,1988;2000,19,2,2867.800,0.000
sc2.0_none_rescash_bkt0_run25_thr20_10,32,3,0,1986;1988;2000,27,3,1932.800,0.000
sc2.0_none_rescash_bkt0_run25_thr12_6,162,15,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1992;1994;2000;2001;2004;2005,46,15,1655.900,0.000
sc2.0_none_rescash_bkt2_run15_thr15_ALL,49,5,0,1986;1988;1989;2000;2001,14,5,2433.000,0.000
sc2.0_none_rescash_bkt2_run15_thr18_ALL,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_rescash_bkt2_run15_thr20_ALL,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_rescash_bkt2_run15_thr20_10,33,3,0,1988;2000;2004,36,3,7291.500,0.000
sc2.0_none_rescash_bkt2_run15_thr12_6,103,10,0,1984;1986;1987;1988;1989;1993;2000;2001;2004;2005,23,10,2352.200,0.000
sc2.0_none_rescash_bkt2_run18_thr15_ALL,56,5,0,1987;1988;1989;2000;2004,8,5,3513.700,0.000
sc2.0_none_rescash_bkt2_run18_thr18_ALL,44,4,0,1987;1988;1989;2000,12,4,3617.400,0.000
sc2.0_none_rescash_bkt2_run18_thr20_ALL,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_rescash_bkt2_run18_thr20_10,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_rescash_bkt2_run18_thr12_6,72,7,0,1986;1987;1988;1989;1990;2000;2004,14,7,3501.600,0.000
sc2.0_none_rescash_bkt2_run20_thr15_ALL,37,3,0,1988;2000;2004,7,3,4576.800,0.000
sc2.0_none_rescash_bkt2_run20_thr18_ALL,34,3,0,1988;2000;2004,7,3,4576.800,0.000
sc2.0_none_rescash_bkt2_run20_thr20_ALL,25,3,0,1988;2000;2004,11,3,5192.700,0.000
sc2.0_none_rescash_bkt2_run20_thr20_10,25,3,0,1988;2000;2004,11,3,5192.700,0.000
sc2.0_none_rescash_bkt2_run20_thr12_6,54,5,0,1987;1988;1989;2000;2004,6,5,4576.800,0.000
sc2.0_none_rescash_bkt2_run22_thr15_ALL,40,4,0,1988;1990;2000;2004,4,4,5176.800,0.000
sc2.0_none_rescash_bkt2_run22_thr18_ALL,34,3,0,1988;2000;2004,5,3,5142.200,0.000
sc2.0_none_rescash_bkt2_run22_thr20_ALL,28,3,0,1988;2000;2004,6,3,5142.200,0.000
sc2.0_none_rescash_bkt2_run22_thr20_10,28,3,0,1988;2000;2004,6,3,5142.200,0.000
sc2.0_none_rescash_bkt2_run22_thr12_6,46,4,0,1988;1990;2000;2004,4,4,5176.800,0.000
sc2.0_none_rescash_bkt2_run25_thr15_ALL,33,3,0,1988;2000;2004,3,3,7291.500,0.000
sc2.0_none_rescash_bkt2_run25_thr18_ALL,33,3,0,1988;2000;2004,3,3,7291.500,0.000
sc2.0_none_rescash_bkt2_run25_thr20_ALL,33,3,0,1988;2000;2004,5,3,7291.500,0.000
sc2.0_none_rescash_bkt2_run25_thr20_10,33,3,0,1988;2000;2004,5,3,7291.500,0.000
sc2.0_none_rescash_bkt2_run25_thr12_6,33,3,0,1988;2000;2004,3,3,7291.500,0.000
sc2.0_none_rescash_bkt3_run15_thr15_ALL,34,4,0,1986;1987;1988;2000,11,4,4443.200,0.000
sc2.0_none_rescash_bkt3_run15_thr18_ALL,24,2,0,1988;2000,31,2,5158.600,0.000
sc2.0_none_rescash_bkt3_run15_thr20_ALL,24,2,0,1988;2000,31,2,5158.600,0.000
sc2.0_none_rescash_bkt3_run15_thr20_10,24,2,0,1988;2000,31,2,5158.600,0.000
sc2.0_none_rescash_bkt3_run15_thr12_6,52,5,0,1986;1987;1988;2000;2004,7,5,4115.000,0.000
sc2.0_none_rescash_bkt3_run18_thr15_ALL,28,3,0,1988;2000;2004,5,3,5634.800,0.000
sc2.0_none_rescash_bkt3_run18_thr18_ALL,24,2,0,1988;2000,9,2,4997.200,0.000
sc2.0_none_rescash_bkt3_run18_thr20_ALL,24,2,0,1988;2000,31,2,5158.600,0.000
sc2.0_none_rescash_bkt3_run18_thr20_10,24,2,0,1988;2000,31,2,5158.600,0.000
sc2.0_none_rescash_bkt3_run18_thr12_6,29,3,0,1988;2000;2004,3,3,5634.800,0.000
sc2.0_none_resbond_bkt0_run15_thr15_ALL,18,2,0,1987;1988,31,2,5155.500,0.000
sc2.0_none_resbond_bkt0_run15_thr18_ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
sc2.0_none_resbond_bkt0_run15_thr20_ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
sc2.0_none_resbond_bkt0_run15_thr20_10,12,1,0,1988,59,1,2005.200,0.000
sc2.0_none_resbond_bkt0_run15_thr12_6,239,27,0,1975;1976;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,207,27,34.600,0.000
sc2.0_none_resbond_bkt0_run18_thr15_ALL,11,1,0,1988,29,1,4232.600,0.000
sc2.0_none_resbond_bkt0_run18_thr18_ALL,11,1,0,1988,29,1,4172.600,0.000
sc2.0_none_resbond_bkt0_run18_thr20_ALL,34,3,0,1988;2000;2004,31,3,8299.000,0.000
sc2.0_none_resbond_bkt0_run18_thr20_10,21,3,0,1988;2000;2004,50,3,3344.500,0.000
sc2.0_none_resbond_bkt0_run18_thr12_6,189,25,0,1975;1976;1977;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,175,25,128.200,0.000
sc2.0_none_resbond_bkt0_run20_thr15_ALL,11,1,0,1988,26,1,4437.800,0.000
sc2.0_none_resbond_bkt0_run20_thr18_ALL,11,1,0,1988,27,1,5133.100,0.000
sc2.0_none_resbond_bkt0_run20_thr20_ALL,11,1,0,1988,28,1,5133.100,0.000
sc2.0_none_resbond_bkt0_run20_thr20_10,13,1,0,1988,49,1,1893.000,0.000
sc2.0_none_resbond_bkt0_run20_thr12_6,178,20,0,1975;1976;1977;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1996;1999;2000;2001;2002;2004;2005,138,20,304.200,0.000
sc2.0_none_resbond_bkt0_run22_thr15_ALL,12,1,0,1988,24,1,2525.200,0.000
sc2.0_none_resbond_bkt0_run22_thr18_ALL,21,2,0,1987;1988,24,2,3406.600,0.000
sc2.0_none_resbond_bkt0_run22_thr20_ALL,12,1,0,1988,25,1,4346.100,0.000
sc2.0_none_resbond_bkt0_run22_thr20_10,12,1,0,1988,38,1,1627.400,0.000
sc2.0_none_resbond_bkt0_run22_thr12_6,174,20,0,1975;1977;1979;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1999;2000;2001;2002;2004;2005,121,20,628.700,0.000
sc2.0_none_resbond_bkt0_run25_thr15_ALL,13,1,0,1988,16,1,2075.800,0.000
sc2.0_none_resbond_bkt0_run25_thr18_ALL,13,1,0,1988,17,1,2781.100,0.000
sc2.0_none_resbond_bkt0_run25_thr20_ALL,13,1,0,1988,19,1,3108.700,0.000
sc2.0_none_resbond_bkt0_run25_thr20_10,12,1,0,1988,28,1,2005.200,0.000
sc2.0_none_resbond_bkt0_run25_thr12_6,131,14,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1992;2000;2001;2004;2005,67,14,1672.100,0.000
sc2.0_none_resbond_bkt2_run15_thr15_ALL,25,3,0,1988;1989;2001,14,3,2404.000,0.000
sc2.0_none_resbond_bkt2_run15_thr18_ALL,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_resbond_bkt2_run15_thr20_ALL,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_resbond_bkt2_run15_thr20_10,31,3,0,1988;2000;2004,36,3,7292.700,0.000
sc2.0_none_resbond_bkt2_run15_thr12_6,86,9,0,1986;1987;1988;1989;1993;2000;2001;2004;2005,36,9,2315.500,0.000
sc2.0_none_resbond_bkt2_run18_thr15_ALL,29,4,0,1987;1988;2000;2004,8,4,3574.800,0.000
sc2.0_none_resbond_bkt2_run18_thr18_ALL,18,3,0,1987;1988;2000,12,3,3697.200,0.000
sc2.0_none_resbond_bkt2_run18_thr20_ALL,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_resbond_bkt2_run18_thr20_10,31,3,0,1988;2000;2004,31,3,7619.500,0.000
sc2.0_none_resbond_bkt2_run18_thr12_6,57,6,0,1987;1988;1989;1990;2000;2004,16,6,3451.700,0.000
sc2.0_none_resbond_bkt2_run20_thr15_ALL,31,3,0,1988;2000;2004,7,3,4592.800,0.000
sc2.0_none_resbond_bkt2_run20_thr18_ALL,30,3,0,1988;2000;2004,7,3,4592.800,0.000
sc2.0_none_resbond_bkt2_run20_thr20_ALL,21,2,0,1988;2000,11,2,5204.100,0.000
sc2.0_none_resbond_bkt2_run20_thr20_10,21,2,0,1988;2000,11,2,5204.100,0.000
sc2.0_none_resbond_bkt2_run20_thr12_6,44,5,0,1987;1988;1989;2000;2004,11,5,4592.800,0.000
sc2.0_none_resbond_bkt2_run22_thr15_ALL,31,3,0,1988;2000;2004,4,3,5149.100,0.000
sc2.0_none_resbond_bkt2_run22_thr18_ALL,31,3,0,1988;2000;2004,5,3,5149.100,0.000
sc2.0_none_resbond_bkt2_run22_thr20_ALL,23,2,0,1988;2000,6,2,5115.800,0.000
sc2.0_none_resbond_bkt2_run22_thr20_10,23,2,0,1988;2000,6,2,5115.800,0.000
sc2.0_none_resbond_bkt2_run22_thr12_6,45,4,0,1988;1990;2000;2004,5,4,5182.500,0.000
sc2.0_none_resbond_bkt2_run25_thr15_ALL,32,3,0,1988;2000;2004,3,3,7292.700,0.000
sc2.0_none_resbond_bkt2_run25_thr18_ALL,31,3,0,1988;2000;2004,3,3,7292.700,0.000
