indicator,horizon,IC,IC_pval,IC_abs,hit_rate_high,hit_rate_low,spread,spread_t,WF_avg_IC,WF_stable,WF_IC_1,WF_IC_2,WF_IC_3,WF_IC_4,WF_IC_5,WF_IC_6,WF_IC_7,asset
TF2_PvMA_200,21,0.07823542577473042,5.779080750478548e-19,0.07823542577473042,0.5459199503568104,0.46595315650690244,0.023103545288810978,5.718819880483893,-0.08510755127524008,2,-0.2749119747741245,-0.10684623858589759,-0.18916288390666083,-0.16593710536615736,0.06290030268869397,-0.05537071323139056,0.13357575424885623,Gold
TF2_PvMA_200,63,0.17931850142235053,2.523084025682926e-93,0.17931850142235053,0.6048249027237355,0.43448490507314036,0.0951800950582065,13.131314317541253,-0.05150229965987533,2,-0.44780011628411537,-0.0327596586346348,-0.14321326796245992,-0.15767344225971522,0.198657858869769,-0.05087521043863276,0.2731477390906618,Gold
TF2_PvMA_252,5,0.05762838075869673,5.661198409290864e-11,0.05762838075869673,0.5421444065695693,0.49744384198295893,0.0059189574436396206,3.143033691554578,-0.030004063933582566,2,-0.11480915811333224,-0.027636788516998297,-0.08553420824937062,-0.0454309651039895,0.012717871641565782,-0.008235144870897694,0.05889994567794457,Gold
TF2_PvMA_252,21,0.09458875053477168,5.124462210108105e-27,0.09458875053477168,0.5521253490536767,0.45974872033503955,0.025154925004262044,6.080374645742416,-0.07561498429026006,2,-0.24228822194141827,-0.0814154709217085,-0.16675125804490712,-0.1763067651120728,0.06750321019250648,-0.06799019252834759,0.1379438083241274,Gold
TF2_PvMA_252,63,0.19440792853888186,1.154247904758286e-109,0.19440792853888186,0.6129182879377432,0.4263927793339558,0.10481961775947297,14.341730118566806,-0.03687937642240134,2,-0.39360688713066333,-0.005260274389702032,-0.1003725698879686,-0.20174640837164778,0.21192651440312613,-0.06974391795044754,0.3006479083704938,Gold
TF3_MOM_21,5,0.005478962553358161,0.5336447271400252,0.005478962553358161,0.5189030058878215,0.5206816421378776,0.0021251923385852216,1.1651550114317835,-0.034217717362793935,1,-0.003725926004340508,-0.06315750883580737,-0.06961677395082068,-0.06525327150235097,-0.01210444361564191,-0.04017244544611498,0.01450634781551883,Gold
TF3_MOM_21,21,-0.011462657515786137,0.1930973158241069,0.011462657515786137,0.5007756748371083,0.5110904296572049,0.002427094302395542,0.6430767819213851,-0.06884953431341091,6,-0.05983000324618584,-0.14476487624017864,-0.10999004839518874,-0.20189917355717038,-0.023092446466634893,-0.02229192726680464,0.07992173497828672,Gold
TF3_MOM_21,63,0.008272888382045467,0.3483687533022785,0.008272888382045467,0.5293385214007782,0.5099595393713041,0.005743007390448425,0.9150866961879738,-0.08546370063911687,2,-0.17811086685018243,-0.1166102187263321,-0.20560372411819455,-0.0762856649720403,0.0059671431700751495,-0.05773094442720076,0.0301283714500568,Gold
TF3_MOM_42,5,0.0008745739757602931,0.9208543857134399,0.0008745739757602931,0.5241710567090176,0.515414407436096,-0.0005710089501238438,-0.3087772380448563,-0.040511961676237794,2,-0.01121212814656195,-0.07741397280830517,-0.16478815821396547,-0.056257837562354474,-0.03782707963618269,0.01436289453917357,0.049552550094531626,Gold
TF3_MOM_42,21,-0.03254690340217676,0.00021882010542589633,0.03254690340217676,0.5,0.5118659841786878,-0.004203020754843313,-1.1190403781136884,-0.10063271726752601,6,-0.14326407798832413,-0.11309703325161563,-0.3075948862761407,-0.1502254353124566,-0.024906818407480807,-0.010496935365120549,0.04515616572845614,Gold
TF3_MOM_42,63,0.04600451074293506,1.8142285625750985e-07,0.04600451074293506,0.5452140077821012,0.4940865234982882,0.03061066615297673,4.349678785305619,-0.08497218489698213,1,-0.36629114373912613,-0.141035722766163,-0.14683819832730916,-0.0021894445854744363,-0.006379875508929668,-0.05220951607341043,0.12013860672153785,Gold
TF3_MOM_63,5,0.017579015767689405,0.04579806937884405,0.017579015767689405,0.5288193368453672,0.5107668474051124,0.002700651506725468,1.4676642403942823,-0.03116931588753969,1,-0.033658836331554656,-0.005263064907012638,-0.12674404404745496,-0.01035099183877594,-0.01431686167029435,-0.03707342413387706,0.009222011716191778,Gold
TF3_MOM_63,21,0.018177426536400802,0.0390206603258704,0.018177426536400802,0.520788085634502,0.4910811230029471,0.011063935283406396,2.849292246542738,-0.07455839434469638,2,-0.16656038856109665,-0.05890970686450682,-0.1921583882741741,-0.06923825194161129,3.73465946694924e-05,-0.1027556529804942,0.06767628161433877,Gold
TF3_MOM_63,63,0.09834909289414268,5.399575338608412e-29,0.09834909289414268,0.5578210116731518,0.48148148148148145,0.07034523601054057,10.021768988702764,-0.06138135497433301,3,-0.4336840671367789,-0.15171940170115145,-0.043064011942828155,0.023535659460529806,0.029476242822157505,-0.03756338030030729,0.18334947397804738,Gold
TF3_MOM_126,5,0.048378751472369246,3.8114167624159425e-08,0.048378751472369246,0.5427641772544158,0.4968241673121611,0.005222666976160745,2.749631582453236,-0.02424673896953289,2,-0.12753509384952497,-0.026695889123107715,-0.09888310248892761,-0.014714421159487085,0.046274992427308884,-0.013233855077888566,0.06506019648489682,Gold
TF3_MOM_126,21,0.07146211822757095,4.513088129201316e-16,0.07146211822757095,0.5418864412038473,0.4699860400186133,0.024421646838872255,5.904680410915217,-0.06843107105298904,2,-0.2488490908371328,-0.09983058098915473,-0.22458594649230604,-0.15353353870243208,0.14045771844108176,-0.02296259683614285,0.13028653804516352,Gold
TF3_MOM_126,63,0.17161502630473474,1.5976671656247284e-85,0.17161502630473474,0.5942412451361868,0.44506691565515094,0.10154516590242253,13.934908554967702,-0.04504223464683322,3,-0.4175180337711073,0.005562713951510212,-0.19991359463676203,-0.20221425286223355,0.26237086016167555,-0.019941416716011205,0.2563580813450958,Gold
TF3_MOM_189,5,0.06213264243851193,1.6002013165175923e-12,0.06213264243851193,0.5447784319801673,0.49481022463206814,0.005496823721341054,2.997769700991027,-0.0322806060824905,2,-0.13116935703458837,-0.0486619354365324,-0.03903377432777036,-0.04965115142403613,0.006702414809805377,-0.010226559254894848,0.04607612009058324,Gold
TF3_MOM_189,21,0.10276310248081237,1.2999174564981192e-31,0.10276310248081237,0.5567793980763264,0.4550953932061424,0.025887297319530524,6.29698940432236,-0.07908841136918775,2,-0.23824142125770587,-0.07650873177527229,-0.14794609061419703,-0.15815640922816002,0.027450783817758506,-0.08778882859989359,0.12757181807315604,Gold
