date,DH-REF (現行),DH-Z1 (DH base + binary vz),DH-Z2 (F10 e tilt + binary vz),DH-Z3 (DH base + composite),DH-Z4 (Fixed bull 80/10/10 + binary vz),"DH-Z5 (Regime preset switch, always IN)"
426,1.209010,1.083634,1.082094,1.000000,1.086159,1.212220
427,1.193216,1.083634,1.082094,1.000000,1.086159,1.197129
428,1.180127,1.083634,1.082094,1.000000,1.086159,1.181473
429,1.175394,1.083634,1.082094,1.000000,1.086159,1.175760
430,1.173874,1.083634,1.082094,1.000000,1.086159,1.174795
431,1.166894,1.083634,1.082094,1.000000,1.086159,1.168502
432,1.161780,1.083634,1.082094,1.000000,1.086159,1.161347
433,1.165200,1.083634,1.082094,1.000000,1.086159,1.161972
434,1.164900,1.083634,1.082094,1.000000,1.086159,1.154809
435,1.166298,1.083634,1.082094,1.000000,1.086159,1.158776
436,1.139137,1.083634,1.082094,1.000000,1.086159,1.122856
437,1.162171,1.083634,1.082094,1.000000,1.086159,1.150809
438,1.154267,1.083634,1.082094,1.000000,1.086159,1.141870
439,1.150903,1.083634,1.082094,1.000000,1.086159,1.136617
440,1.148299,1.083634,1.082094,1.000000,1.086159,1.138276
441,1.140698,1.083634,1.082094,1.000000,1.086159,1.124888
442,1.150698,1.083634,1.082094,1.000000,1.086159,1.142731
443,1.159156,1.083634,1.082094,1.000000,1.086159,1.151609
444,1.172654,1.083634,1.082094,1.000000,1.086159,1.159678
445,1.170727,1.083634,1.082094,1.000000,1.086159,1.152930
446,1.180829,1.083634,1.082094,1.000000,1.086159,1.167964
447,1.190815,1.083634,1.082094,1.000000,1.086159,1.175306
448,1.191059,1.082550,1.081007,1.000000,1.085073,1.173878
449,1.202042,1.082550,1.081007,1.000000,1.085073,1.180636
450,1.220888,1.099522,1.100810,1.000000,1.102913,1.200047
451,1.225878,1.104016,1.108717,1.000000,1.110042,1.207803
452,1.227258,1.105259,1.109867,1.000000,1.111039,1.208889
453,1.234257,1.111563,1.114373,1.000000,1.116330,1.214646
454,1.217553,1.096519,1.098179,1.000000,1.100102,1.196988
455,1.231972,1.109504,1.112019,1.000000,1.113907,1.212010
456,1.246000,1.122138,1.124747,1.000000,1.126170,1.225352
457,1.262223,1.136748,1.140353,1.000000,1.140868,1.241344
458,1.230812,1.108460,1.111690,1.000000,1.112416,1.210387
459,1.248302,1.124211,1.127486,1.000000,1.128272,1.227639
460,1.235332,1.112530,1.113485,1.000000,1.116527,1.214860
461,1.248368,1.124271,1.127283,1.000000,1.128352,1.227727
462,1.205680,1.085827,1.080912,1.000000,1.089933,1.185923
463,1.204818,1.085050,1.080138,1.000000,1.089116,1.185035
464,1.193481,1.074840,1.067437,1.000000,1.077710,1.172624
465,1.181071,1.063663,1.057097,1.000000,1.066610,1.160546
466,1.188571,1.070418,1.064689,1.000000,1.073257,1.167779
467,1.202020,1.082530,1.076431,1.000000,1.085496,1.181096
468,1.207329,1.087312,1.081717,1.000000,1.089371,1.185312
469,1.199456,1.080221,1.073832,1.000000,1.082349,1.177672
470,1.205040,1.084298,1.078133,1.000000,1.086919,1.183115
471,1.216180,1.094322,1.088816,1.000000,1.098390,1.195602
472,1.229616,1.094322,1.088816,1.000000,1.098390,1.203149
473,1.228630,1.094322,1.088816,1.000000,1.098390,1.202254
474,1.218864,1.094322,1.088816,1.000000,1.098390,1.190521
475,1.215951,1.094322,1.088816,1.000000,1.098390,1.185302
476,1.201758,1.094322,1.088816,1.000000,1.098390,1.169461
477,1.192886,1.094322,1.088816,1.000000,1.098390,1.163666
478,1.195071,1.094322,1.088816,1.000000,1.098390,1.168670
479,1.189817,1.094322,1.088816,1.000000,1.098390,1.160551
480,1.193473,1.094322,1.088816,1.000000,1.098390,1.164198
481,1.198456,1.094322,1.088816,1.000000,1.098390,1.169011
482,1.202127,1.094322,1.088816,1.000000,1.098390,1.170851
483,1.197110,1.094322,1.088816,1.000000,1.098390,1.161561
484,1.196057,1.094322,1.088816,1.000000,1.098390,1.161378
485,1.178809,1.094322,1.088816,1.000000,1.098390,1.148858
486,1.159992,1.094322,1.088816,1.000000,1.098390,1.137938
487,1.149335,1.094322,1.088816,1.000000,1.098390,1.126977
488,1.148580,1.094322,1.088816,1.000000,1.098390,1.125775
489,1.141633,1.094322,1.088816,1.000000,1.098390,1.120690
490,1.132355,1.094322,1.088816,1.000000,1.098390,1.112591
491,1.145682,1.094322,1.088816,1.000000,1.098390,1.126109
492,1.150309,1.094322,1.088816,1.000000,1.098390,1.131880
493,1.151395,1.094322,1.088816,1.000000,1.098390,1.133570
494,1.149812,1.094322,1.088816,1.000000,1.098390,1.132692
495,1.159527,1.094322,1.088816,1.000000,1.098390,1.142245
496,1.168626,1.094322,1.088816,1.000000,1.098390,1.151190
497,1.171508,1.093228,1.087727,1.000000,1.097292,1.153435
498,1.174897,1.093228,1.087727,1.000000,1.097292,1.157738
499,1.177820,1.095947,1.088494,1.000000,1.096121,1.156503
500,1.180786,1.098708,1.092145,1.000000,1.100286,1.160898
501,1.189699,1.107000,1.100164,1.000000,1.109754,1.170888
502,1.206465,1.122601,1.115445,1.000000,1.126167,1.188204
503,1.203360,1.119712,1.112236,1.000000,1.122358,1.184186
504,1.196911,1.113712,1.105502,1.000000,1.115606,1.177062
505,1.216377,1.131824,1.125149,1.000000,1.136638,1.199252
506,1.226494,1.141238,1.135086,1.000000,1.147110,1.210301
507,1.243989,1.157517,1.153073,1.000000,1.164900,1.229072
508,1.282115,1.192993,1.188896,1.000000,1.203619,1.269923
509,1.303585,1.212970,1.210700,1.000000,1.224744,1.292212
510,1.320023,1.228266,1.231706,1.000000,1.241463,1.309852
511,1.342612,1.249284,1.252783,1.000000,1.263300,1.332892
512,1.356680,1.262374,1.265910,1.000000,1.276839,1.347176
513,1.343888,1.250472,1.253974,1.000000,1.264730,1.334401
514,1.370340,1.275085,1.278656,1.000000,1.292476,1.363675
515,1.374216,1.278691,1.282272,1.000000,1.296157,1.367559
516,1.385489,1.289181,1.292792,1.000000,1.308270,1.380339
517,1.400279,1.302943,1.306592,1.000000,1.322619,1.395479
518,1.399548,1.302262,1.305910,1.000000,1.322785,1.395653
519,1.393794,1.296909,1.300541,1.000000,1.318172,1.390786
520,1.379949,1.284026,1.287622,1.000000,1.304926,1.376811
521,1.412368,1.314192,1.317873,1.000000,1.334983,1.408524
522,1.400466,1.303117,1.306767,1.000000,1.323948,1.396881
523,1.389029,1.292475,1.296094,1.000000,1.312904,1.385228
524,1.384302,1.288077,1.291684,1.000000,1.308245,1.380313
525,1.440495,1.340364,1.344117,1.000000,1.362435,1.437488
526,1.469395,1.367254,1.371083,1.000000,1.390973,1.467598
527,1.477908,1.375176,1.379027,1.000000,1.399157,1.476233
528,1.488414,1.384952,1.388830,1.000000,1.408330,1.485912
529,1.520816,1.415101,1.419064,1.000000,1.440758,1.520126
530,1.501582,1.397204,1.401117,1.000000,1.422387,1.500743
531,1.477901,1.375170,1.379021,1.000000,1.398562,1.475605
532,1.497534,1.393438,1.397340,1.000000,1.417807,1.495910
533,1.495299,1.391358,1.395254,1.000000,1.416482,1.494512
534,1.526215,1.420125,1.424102,1.000000,1.445986,1.525642
535,1.531332,1.424886,1.428877,1.000000,1.451157,1.531097
536,1.538550,1.431603,1.435612,1.000000,1.457501,1.537791
537,1.532809,1.426260,1.430255,1.000000,1.451888,1.531868
538,1.548210,1.440591,1.444626,1.000000,1.466784,1.547585
539,1.579175,1.469403,1.473519,1.000000,1.497308,1.579791
540,1.611908,1.499862,1.504062,1.000000,1.529217,1.613458
541,1.625882,1.512864,1.517101,1.000000,1.542348,1.627312
542,1.644095,1.529811,1.534095,1.000000,1.559729,1.645651
543,1.661566,1.546067,1.550397,1.000000,1.576178,1.663005
544,1.633163,1.519638,1.523894,1.000000,1.548856,1.634178
545,1.584101,1.473987,1.478115,1.000000,1.501347,1.584052
546,1.578965,1.469208,1.473323,1.000000,1.496915,1.579376
547,1.588369,1.477959,1.482098,1.000000,1.506207,1.589180
548,1.576963,1.467345,1.471455,1.000000,1.494613,1.576947
549,1.554720,1.446649,1.450700,1.000000,1.473200,1.554354
550,1.553360,1.445383,1.449431,1.000000,1.471016,1.552051
551,1.572519,1.463210,1.467308,1.000000,1.489525,1.571579
552,1.570602,1.461427,1.465520,1.000000,1.487886,1.569850
553,1.580008,1.470178,1.474296,1.000000,1.496799,1.579254
554,1.617286,1.504866,1.509080,1.000000,1.533158,1.617616
555,1.609814,1.497913,1.502108,1.000000,1.525641,1.609684
556,1.562948,1.454305,1.458077,1.000000,1.479625,1.561134
557,1.564920,1.456140,1.459824,1.000000,1.481916,1.563551
558,1.573039,1.463694,1.468333,1.000000,1.489910,1.571986
559,1.556604,1.448401,1.447729,1.000000,1.473143,1.554294
560,1.552915,1.444969,1.444502,1.000000,1.469926,1.550901
561,1.562146,1.453558,1.450849,1.000000,1.478311,1.559747
562,1.584016,1.473908,1.474695,1.000000,1.499976,1.582605
563,1.605195,1.493615,1.495162,1.000000,1.520566,1.604330
564,1.595236,1.484348,1.485885,1.000000,1.510773,1.593998
565,1.600169,1.488938,1.490480,1.000000,1.515968,1.599479
566,1.589275,1.478801,1.480333,1.000000,1.505722,1.588668
567,1.573905,1.464500,1.466042,1.000000,1.491855,1.574037
568,1.579843,1.470025,1.471573,1.000000,1.497503,1.579997
569,1.572053,1.462777,1.464350,1.000000,1.490187,1.572277
570,1.578757,1.467840,1.469549,1.000000,1.495457,1.578466
571,1.605228,1.492451,1.494809,1.000000,1.521657,1.605174
572,1.611117,1.492451,1.494809,1.000000,1.521657,1.611702
573,1.597096,1.492451,1.494809,1.000000,1.521657,1.595384
574,1.584338,1.492451,1.494809,1.000000,1.521657,1.586839
575,1.569507,1.492451,1.494809,1.000000,1.521657,1.580379
576,1.561002,1.492451,1.494809,1.000000,1.521657,1.570558
577,1.567457,1.492451,1.494809,1.000000,1.521657,1.578999
578,1.570561,1.492451,1.494809,1.000000,1.521657,1.582680
579,1.573890,1.492451,1.494809,1.000000,1.521657,1.584600
580,1.575218,1.492451,1.494809,1.000000,1.521657,1.583790
581,1.589071,1.492451,1.494809,1.000000,1.521657,1.596366
582,1.590739,1.490959,1.493314,1.000000,1.520135,1.596916
583,1.588424,1.490959,1.493015,1.000000,1.520135,1.591624
584,1.576175,1.478098,1.483069,1.000000,1.507620,1.580112
585,1.574424,1.476456,1.481756,1.000000,1.506160,1.578000
586,1.567544,1.476456,1.481756,1.000000,1.506160,1.572854
587,1.576850,1.476456,1.481756,1.000000,1.506160,1.583472
588,1.576519,1.476456,1.481756,1.000000,1.506160,1.581128
589,1.566623,1.476456,1.481756,1.000000,1.506160,1.570861
590,1.552746,1.476456,1.481756,1.000000,1.506160,1.559465
591,1.557484,1.476456,1.481756,1.000000,1.506160,1.564679
592,1.551707,1.476456,1.481756,1.000000,1.506160,1.557491
593,1.541289,1.476456,1.481756,1.000000,1.506160,1.544433
594,1.542949,1.476456,1.481756,1.000000,1.506160,1.545188
595,1.546746,1.474980,1.480275,1.000000,1.504654,1.545113
596,1.546242,1.474980,1.480275,1.000000,1.504654,1.544071
597,1.545315,1.474096,1.479817,1.000000,1.504406,1.543816
598,1.535705,1.464928,1.469509,1.000000,1.493754,1.532886
599,1.525727,1.455411,1.459442,1.000000,1.482679,1.521520
600,1.518399,1.448420,1.452140,1.000000,1.474849,1.513485
601,1.518689,1.448697,1.452422,1.000000,1.475301,1.513949
602,1.510502,1.440887,1.444114,1.000000,1.467099,1.505532
603,1.510407,1.440797,1.444589,1.000000,1.469658,1.508158
604,1.503698,1.434397,1.438836,1.000000,1.463209,1.501540
605,1.466532,1.398944,1.400181,1.000000,1.424413,1.461728
606,1.454801,1.387753,1.387500,1.000000,1.412538,1.449542
607,1.462088,1.394704,1.396389,1.000000,1.420306,1.457513
608,1.456047,1.388942,1.390329,1.000000,1.412986,1.450001
609,1.461439,1.394086,1.395319,1.000000,1.419055,1.456229
610,1.457537,1.390363,1.390709,1.000000,1.414095,1.451140
611,1.469152,1.401442,1.402385,1.000000,1.425667,1.463015
612,1.473399,1.405494,1.406175,1.000000,1.429595,1.467046
613,1.458148,1.390946,1.390002,1.000000,1.413664,1.450697
614,1.443967,1.377419,1.375228,1.000000,1.398432,1.435066
615,1.439261,1.372929,1.370877,1.000000,1.393894,1.430409
616,1.433803,1.367723,1.365296,1.000000,1.388232,1.424599
617,1.445494,1.378875,1.376278,1.000000,1.399904,1.436577
618,1.455531,1.388449,1.386520,1.000000,1.410630,1.447584
619,1.475023,1.407043,1.405935,1.000000,1.430931,1.468417
620,1.475376,1.407380,1.406497,1.000000,1.431465,1.468964
621,1.486204,1.417709,1.418055,1.000000,1.443474,1.481288
622,1.511326,1.441673,1.443062,1.000000,1.468992,1.507475
623,1.523209,1.453008,1.454167,1.000000,1.480762,1.519553
624,1.526276,1.455934,1.456871,1.000000,1.483797,1.522667
625,1.501786,1.432572,1.431846,1.000000,1.459637,1.497874
626,1.486710,1.418191,1.417105,1.000000,1.444832,1.482681
627,1.507485,1.438009,1.440836,1.000000,1.465459,1.503849
628,1.516051,1.446181,1.449024,1.000000,1.473934,1.512546
629,1.505936,1.436532,1.439356,1.000000,1.464136,1.502491
630,1.513199,1.443460,1.446298,1.000000,1.471394,1.509939
631,1.520126,1.450067,1.452918,1.000000,1.478260,1.516985
632,1.515582,1.445733,1.448575,1.000000,1.473945,1.512557
633,1.538803,1.467884,1.470770,1.000000,1.496799,1.536010
634,1.529044,1.458575,1.461442,1.000000,1.487083,1.526039
635,1.527071,1.456693,1.459557,1.000000,1.485169,1.524075
636,1.534178,1.463472,1.466349,1.000000,1.492144,1.531234
637,1.560042,1.488144,1.491070,1.000000,1.517684,1.557442
638,1.576726,1.504059,1.507016,1.000000,1.534198,1.574389
639,1.576152,1.503512,1.506468,1.000000,1.533707,1.573885
640,1.593194,1.519768,1.522756,1.000000,1.550588,1.591208
641,1.595276,1.521754,1.524746,1.000000,1.552668,1.593343
642,1.579527,1.506731,1.509693,1.000000,1.537882,1.578169
643,1.561365,1.489406,1.492334,1.000000,1.520300,1.560127
644,1.523124,1.452927,1.455784,1.000000,1.484162,1.523042
645,1.517327,1.447398,1.450243,1.000000,1.478380,1.517108
646,1.525141,1.454852,1.457712,1.000000,1.485835,1.524759
647,1.520359,1.450290,1.453141,1.000000,1.481239,1.520042
648,1.516226,1.446347,1.449191,1.000000,1.477064,1.515758
649,1.515032,1.445208,1.448049,1.000000,1.475403,1.514053
650,1.510621,1.441000,1.443689,1.000000,1.470489,1.509011
651,1.498151,1.429106,1.431772,1.000000,1.458596,1.496806
652,1.510854,1.441223,1.445018,1.000000,1.471389,1.509935
653,1.507319,1.437851,1.441313,1.000000,1.468050,1.506508
654,1.536171,1.465373,1.469735,1.000000,1.496452,1.535654
655,1.533654,1.462972,1.466578,1.000000,1.493694,1.532824
656,1.517821,1.447869,1.451437,1.000000,1.478056,1.516776
657,1.522315,1.452156,1.456423,1.000000,1.482562,1.521400
658,1.510133,1.440535,1.443989,1.000000,1.470494,1.509016
659,1.531864,1.461264,1.465948,1.000000,1.491877,1.530959
660,1.529837,1.459331,1.463339,1.000000,1.489741,1.528768
661,1.531877,1.461277,1.465186,1.000000,1.491778,1.530858
662,1.528438,1.457997,1.460875,1.000000,1.488353,1.527343
663,1.529116,1.458643,1.460533,1.000000,1.488801,1.527802
664,1.535474,1.464708,1.466606,1.000000,1.495240,1.534410
665,1.520819,1.450729,1.452609,1.000000,1.481344,1.520150
666,1.475844,1.407827,1.409278,1.000000,1.437042,1.474688
667,1.454561,1.387524,1.389005,1.000000,1.416204,1.453303
668,1.429127,1.363263,1.359401,1.000000,1.391291,1.427738
669,1.410390,1.345389,1.338742,1.000000,1.374004,1.409998
670,1.415102,1.349883,1.343350,1.000000,1.381001,1.417179
671,1.415245,1.350021,1.341221,1.000000,1.377792,1.413035
672,1.405760,1.339766,1.332982,1.000000,1.370192,1.406654
673,1.408550,1.342425,1.335408,1.000000,1.373026,1.409280
674,1.410106,1.342425,1.335408,1.000000,1.373026,1.409465
675,1.424139,1.342425,1.335408,1.000000,1.373026,1.424127
676,1.440038,1.342425,1.335408,1.000000,1.373026,1.443895
677,1.436796,1.341083,1.334039,1.000000,1.371653,1.437436
678,1.477384,1.341083,1.334039,1.000000,1.371653,1.461233
679,1.478385,1.341991,1.334805,1.000000,1.372634,1.462278
680,1.461116,1.326316,1.317653,1.000000,1.356793,1.445403
681,1.478610,1.342195,1.333338,1.000000,1.372035,1.461640
682,1.471118,1.335395,1.325203,1.000000,1.364802,1.453934
683,1.454746,1.320533,1.309642,1.000000,1.349429,1.436685
684,1.444586,1.311311,1.300205,1.000000,1.343954,1.429994
685,1.476627,1.340395,1.329151,1.000000,1.367392,1.475572
686,1.500906,1.362435,1.349481,1.000000,1.387336,1.497093
687,1.502738,1.364098,1.352183,1.000000,1.390261,1.500250
688,1.530632,1.389418,1.377282,1.000000,1.415257,1.527223
689,1.536180,1.394455,1.382275,1.000000,1.419665,1.531980
690,1.524278,1.383650,1.371565,1.000000,1.409163,1.520647
691,1.521346,1.380989,1.368927,1.000000,1.406964,1.518274
692,1.524941,1.384253,1.372162,1.000000,1.410447,1.522032
693,1.497114,1.358992,1.347122,1.000000,1.383748,1.493222
694,1.480808,1.344191,1.332450,1.000000,1.368654,1.476933
695,1.479250,1.342777,1.331048,1.000000,1.367264,1.475433
696,1.455632,1.321338,1.309797,1.000000,1.343890,1.450210
697,1.453261,1.319185,1.307662,1.000000,1.342025,1.448197
698,1.427727,1.296007,1.284339,1.000000,1.317803,1.422060
699,1.408396,1.278459,1.266948,1.000000,1.298704,1.401449
700,1.429922,1.297999,1.288870,1.000000,1.318955,1.423302
701,1.418995,1.288081,1.275275,1.000000,1.308855,1.412403
702,1.408191,1.278273,1.264038,1.000000,1.298936,1.400852
703,1.410593,1.280454,1.263404,1.000000,1.296864,1.398617
704,1.417973,1.287152,1.271964,1.000000,1.306909,1.402320
705,1.411180,1.279704,1.261711,1.000000,1.295172,1.398301
706,1.419740,1.287467,1.268845,1.000000,1.303269,1.407043
707,1.429911,1.287467,1.268845,1.000000,1.303269,1.418131
708,1.424037,1.287467,1.268845,1.000000,1.303269,1.410262
709,1.420520,1.287467,1.268845,1.000000,1.303269,1.404305
710,1.420611,1.287467,1.268845,1.000000,1.303269,1.405401
711,1.414482,1.287467,1.268845,1.000000,1.303269,1.398694
712,1.409831,1.287467,1.268845,1.000000,1.303269,1.391693
713,1.420819,1.287467,1.268845,1.000000,1.303269,1.406214
714,1.427660,1.287467,1.268845,1.000000,1.303269,1.414145
715,1.459378,1.287467,1.268845,1.000000,1.303269,1.455564
716,1.459469,1.287467,1.268845,1.000000,1.303269,1.452228
717,1.461748,1.287467,1.268845,1.000000,1.303269,1.455080
718,1.453702,1.287467,1.268845,1.000000,1.303269,1.451162
719,1.468705,1.287467,1.268845,1.000000,1.303269,1.466911
720,1.463957,1.287467,1.268845,1.000000,1.303269,1.464596
721,1.469951,1.287467,1.268845,1.000000,1.303269,1.477970
722,1.462860,1.287467,1.268845,1.000000,1.303269,1.472987
723,1.483637,1.287467,1.268845,1.000000,1.303269,1.503492
724,1.484201,1.287467,1.268845,1.000000,1.303269,1.501870
725,1.485154,1.287467,1.268845,1.000000,1.303269,1.503585
726,1.499988,1.287467,1.268845,1.000000,1.303269,1.523927
727,1.497612,1.287467,1.268845,1.000000,1.303269,1.517753
728,1.492194,1.287467,1.268845,1.000000,1.303269,1.506657
729,1.490610,1.287467,1.268845,1.000000,1.303269,1.498667
730,1.508428,1.287467,1.268845,1.000000,1.303269,1.522039
731,1.526906,1.286179,1.267577,1.000000,1.301966,1.543270
732,1.530496,1.286179,1.267577,1.000000,1.301966,1.550097
733,1.531094,1.286682,1.268578,1.000000,1.306269,1.555220
734,1.552659,1.304805,1.280556,1.000000,1.324677,1.577137
735,1.538654,1.293035,1.269341,1.000000,1.313693,1.564059
736,1.544864,1.298254,1.273911,1.000000,1.317454,1.568537
737,1.563885,1.314239,1.289820,1.000000,1.334270,1.588557
738,1.569809,1.319217,1.291692,1.000000,1.337606,1.592530
739,1.583375,1.330618,1.300965,1.000000,1.349277,1.606425
740,1.596566,1.341702,1.313215,1.000000,1.359434,1.618518
741,1.608123,1.351414,1.324630,1.000000,1.369202,1.630147
742,1.614951,1.357153,1.331273,1.000000,1.376200,1.638478
743,1.634599,1.373664,1.348555,1.000000,1.393653,1.659258
744,1.658648,1.393874,1.367129,1.000000,1.413329,1.682684
745,1.649702,1.386356,1.361239,1.000000,1.407425,1.675655
746,1.645657,1.382957,1.357689,1.000000,1.404360,1.672005
747,1.657796,1.393159,1.367704,1.000000,1.414711,1.684329
748,1.652384,1.388610,1.363238,1.000000,1.410511,1.679329
749,1.641424,1.379400,1.354197,1.000000,1.400848,1.667824
750,1.632245,1.371686,1.346624,1.000000,1.393037,1.658525
751,1.645025,1.382426,1.357168,1.000000,1.403641,1.671150
752,1.662812,1.397374,1.371842,1.000000,1.419250,1.689733
753,1.662067,1.396747,1.371227,1.000000,1.418765,1.689156
754,1.678589,1.410632,1.384858,1.000000,1.433255,1.706407
755,1.697044,1.426141,1.400084,1.000000,1.449566,1.725828
756,1.703872,1.431879,1.405717,1.000000,1.455041,1.732345
757,1.735510,1.458467,1.431819,1.000000,1.482421,1.764944
758,1.765662,1.483806,1.456695,1.000000,1.508979,1.796563
759,1.755890,1.475594,1.448633,1.000000,1.500584,1.786568
760,1.738111,1.460653,1.433965,1.000000,1.484867,1.767855
761,1.720093,1.445511,1.419100,1.000000,1.469553,1.749623
762,1.728362,1.452460,1.425922,1.000000,1.477474,1.759054
763,1.730452,1.454216,1.427646,1.000000,1.479984,1.762042
764,1.708251,1.435559,1.409330,1.000000,1.461878,1.740486
765,1.663504,1.397955,1.372413,1.000000,1.423630,1.694948
766,1.652586,1.388780,1.363406,1.000000,1.413587,1.682991
767,1.689754,1.420015,1.393797,1.000000,1.445434,1.720908
768,1.695825,1.425117,1.398526,1.000000,1.451482,1.728108
769,1.692222,1.422089,1.395180,1.000000,1.448384,1.724420
770,1.692613,1.422418,1.395502,1.000000,1.448572,1.724644
771,1.710161,1.437165,1.409970,1.000000,1.463725,1.742685
772,1.694037,1.423614,1.396676,1.000000,1.449311,1.725523
773,1.701923,1.430241,1.403178,1.000000,1.456282,1.733823
774,1.697820,1.426793,1.399795,1.000000,1.453237,1.730198
